county,office,district,party,candidate,votes
Shelby,State Senate,32,Democratic,Eric R. Coleman,377
Shelby,State Senate,32,Republican,George Chism,1512
Shelby,State Senate,32,Republican,Heidi Shafer,1322
Shelby,State Senate,32,Republican,Paul Rose,2266
Shelby,State Senate,32,Republican,Steve McManus,1055
Tipton,State Senate,32,Democratic,Eric R. Coleman,166
Tipton,State Senate,32,Republican,George Chism,18
Tipton,State Senate,32,Republican,Heidi Shafer,198
Tipton,State Senate,32,Republican,Paul Rose,4132
Tipton,State Senate,32,Republican,Steve McManus,102
